"site","zone","transect","plot","dist.on.transect","ID","treatment","herb.treat","tussock.treat","organic.depth","non.vascular","moss","lichen","mineral","organic","rock","shrub","excrement","forb","graminoid","vegetation..sum.of.shrub..gram..forb.","litter","other","total","nat.seedling.sp.y0","nat.seedling.count.y0","nat.seedling.sp.y1","nat.seedling.count.y1","nat.seedling.sp.y2","nat.seedling.count.y2","exp.seedling.sp","exp.seedling.count.y1","exp.seedling.count.y2","exp.seedling.count.y3","exp.seedling.dead","exp.seedling.missing","germ.y1","surv.yr1","germ.y2","surv.yr2","dead.yr2","surv.seedlings.yr2","tot.surv.yr2","germ.y3","surv.yr3","utm.zone","easting","northing","plot.photo","scar.photo","date.seeded","date.counted.yr1","date.counted.yr2","date.counted.yr3","comment","provenance","start.year","exp.duration","subplot","uniquePlot","seedT","scarT","seeds.per.plot"
"Tesso","AT",1,"14",14.3,"","SS","nonex","",7,10,10,0,0,"15",14,40,1,NA,20,60,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","","","",2014,1,NA,"Tesso_AT_1_14",1,1,300
"Tesso","AT",1,"15",15.4,"","CN","nonex","",NA,0,0,0,0,"25",15,10,0,NA,50,60,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","","","",2014,1,NA,"Tesso_AT_1_15",0,0,300
"Tesso","AT",1,"16",16.2,"","SS","nonex","",7,0,0,0,0,"60",10,5,0,NA,25,30,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Label plot 757",NA,NA,"","","","","",2014,1,NA,"Tesso_AT_1_16",1,1,300
"Tesso","AT",1,"17",17.2,"","SD","nonex","",NA,0,0,0,0,"35",10,45,0,NA,10,55,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","","","",2014,1,NA,"Tesso_AT_1_17",1,0,300
"Tesso","AT",1,"18",18.1,"","SC","nonex","",18,0,0,0,0,"10",5,85,0,NA,0,85,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","","","",2014,1,NA,"Tesso_AT_1_18",0,1,300
"Tesso","AT",1,"19",19,"","CN","nonex","",NA,0,0,0,0,"15",5,75,0,NA,5,80,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","","","",2014,1,NA,"Tesso_AT_1_19",0,0,300
"Tesso","AT",1,"20",20,"","SC","nonex","",7,0,0,0,0,"25",25,35,0,NA,15,50,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","","","",2014,1,NA,"Tesso_AT_1_20",0,1,300
"Texas Creek","AT",1,"1",0.72,"","SD","nonex","",0,8,7,1,0,"0",16,24,NA,24,5,52,24,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9178",NA,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_1",1,0,100
"Texas Creek","AT",1,"2",1.62,"","SC","nonex","",0,2,1,1,4,"0",1,58,NA,6,3,66,27,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9179",9200,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_2",0,1,100
"Texas Creek","AT",1,"3",2.71,"","CN","nonex","",0,0,0,0,9,"0",2,23,NA,5,7,35,54,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9180",NA,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_3",0,0,100
"Texas Creek","AT",1,"4",3.75,"","SS","nonex","",0,9,0,9,9,"0",6,23,NA,5,3,31,45,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9181",9201,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_4",1,1,100
"Texas Creek","AT",1,"5",5.09,"","SC","nonex","",0,10,0,10,2,"0",12,55,NA,10,1,66,10,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9182",9202,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_5",0,1,100
"Texas Creek","AT",1,"6",6.55,"","CN","nonex","",0,24,0,24,43,"0",7,6,NA,6,1,13,12,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9183",NA,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_6",0,0,100
"Texas Creek","AT",1,"7",7.36,"","SC","nonex","",0,6,0,6,8,"0",23,41,NA,9,3,53,9,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9184",9203,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_7",0,1,100
"Texas Creek","AT",1,"8",8.35,"","SS","nonex","",0,13,0,13,31,"0",19,4,NA,13,3,19,19,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9185",9204,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_8",1,1,100
"Texas Creek","AT",1,"9",9.3,"","SD","nonex","",0,16,0,16,10,"0",0,42,NA,16,1,58,16,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9186",NA,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_9",1,0,100
"Texas Creek","AT",1,"10",10.17,"","SC","nonex","",0,5,0,5,4,"0",17,49,NA,6,1,55,19,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9187",9205,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_10",0,1,100
"Texas Creek","AT",1,"11",11.1,"","SD","nonex","",0,7,0,7,8,"0",2,57,NA,6,4,67,15,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9188",NA,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_11",1,0,100
"Texas Creek","AT",1,"12",12.49,"","CN","nonex","",0,18,2,16,6,"0",11,38,NA,11,5,54,11,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9189",NA,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_12",0,0,100
"Texas Creek","AT",1,"13",13.44,"","SD","nonex","",0,11,1,10,10,"0",3,16,NA,16,2,33,42,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9190",NA,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_13",1,0,100
"Texas Creek","AT",1,"14",14.63,"","SS","nonex","",0,14,10,5,1,"0",22,43,NA,10,5,58,5,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9191",9207,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_14",1,1,100
"Texas Creek","AT",1,"15",15.5,"","SS","nonex","",0,25,10,15,7,"0",27,15,NA,15,3,33,8,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9192",9208,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_15",1,1,100
"Texas Creek","AT",1,"16",16.51,"","SC","nonex","",0,45,28,17,15,"0",7,12,NA,10,0,22,10,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9193",9209,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_16",0,1,100
"Texas Creek","AT",1,"17",17.36,"","CN","nonex","",0,15,5,10,5,"0",10,39,NA,10,8,56,15,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9194",NA,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_17",0,0,100
"Texas Creek","AT",1,"18",18.29,"","SD","nonex","",0,15,2,13,5,"0",0,47,NA,5,1,54,26,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9195",NA,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_18",1,0,100
"Texas Creek","AT",1,"19",19.25,"","SS","nonex","",0,6,1,5,16,"0",13,36,NA,10,8,55,10,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9196",9210,20141007,"2015 08 29","","","","",2014,1,NA,"Texas Creek_AT_1_19",1,1,100
"Texas Creek","AT",1,"20",21.9,"","SC","nonex","",4,0,0,0,0,"0",0,0,NA,20,68,88,12,NA,100,"",NA,"",NA,"",NA,"Abies lasiocarpa",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"10U",NA,NA,"9155",9166,20141006,"8/28/2015","","","","",2014,1,NA,"Texas Creek_AT_1_20",0,1,100
"Churchill","AT",1,"2501a",97,"","2","","",5,NA,9,8,0,"43",NA,39,NA,0,0,NA,NA,40,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450427,6512590,"2501.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2501a",0,0,50
"Churchill","AT",1,"2501b",97,"","2","","",5,NA,10,16,0,"32",NA,42,NA,0,1,NA,NA,43,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450427,6512590,"2501.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2501b",0,0,50
"Churchill","AT",1,"2502a",199,"","4","","",5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450428,6512589,"2502.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2502a",0,0,50
"Churchill","AT",1,"2502b",199,"","4","","",5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450428,6512589,"2502.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2502b",0,0,50
"Churchill","AT",1,"2503a",326,"","1","","",4,NA,2,8,0,"39",NA,50,NA,0,1,NA,NA,51,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450428,6512589,"2503.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2503a",0,0,50
"Churchill","AT",1,"2503b",326,"","1","","",4,NA,0,9,0,"50",NA,40,NA,0,0,NA,NA,40,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450428,6512589,"2503.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2503b",0,0,50
"Churchill","AT",1,"2504a",458,"","3","","",4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450429,6512589,"2504.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2504a",0,0,50
"Churchill","AT",1,"2504b",458,"","3","","",4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450429,6512589,"2504.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2504b",0,0,50
"Churchill","AT",1,"2505a",518,"","2","","",6,NA,0,7,0,"23",NA,70,NA,0,0,NA,NA,70,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450430,6512588,"2505.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2505a",0,0,50
"Churchill","AT",1,"2505b",518,"","2","","",6,NA,1,9,0,"50",NA,40,NA,0,0,NA,NA,40,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450430,6512588,"2505.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2505b",0,0,50
"Churchill","AT",1,"2506a",662,"","4","","",4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450433,6512587,"2506.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2506a",0,0,50
"Churchill","AT",1,"2506b",662,"","4","","",4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450433,6512587,"2506.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2506b",0,0,50
"Churchill","AT",1,"2507a",745,"","1","","",5,NA,1,18,0,"45",NA,35,NA,0,1,NA,NA,36,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450434,6512586,"2507.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2507a",0,0,50
"Churchill","AT",1,"2507b",745,"","1","","",5,NA,0,16,3,"57",NA,20,NA,0,3,NA,NA,23,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450434,6512586,"2507.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2507b",0,0,50
"Churchill","AT",1,"2508a",890,"","3","","",5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450434,6512585,"2508.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2508a",0,0,50
"Churchill","AT",1,"2508b",890,"","3","","",5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450434,6512585,"2508.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2508b",0,0,50
"Churchill","AT",1,"2509a",1023,"","2","","",5,NA,2,11,0,"36",NA,50,NA,0,1,NA,NA,52,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450436,6512583,"2509.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2509a",0,0,50
"Churchill","AT",1,"2509b",1023,"","2","","",5,NA,1,8,0,"45",NA,46,NA,0,0,NA,NA,46,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450436,6512583,"2509.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2509b",0,0,50
"Churchill","AT",1,"2510a",1126,"","4","","",4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450436,6512583,"2510.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2510a",0,0,50
"Churchill","AT",1,"2510b",1126,"","4","","",4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450436,6512583,"2510.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2510b",0,0,50
"Churchill","AT",1,"2511a",1204,"","1","","",4,NA,0,23,0,"39",NA,37,NA,0,0,NA,NA,37,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450434,6512582,"2511.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2511a",0,0,50
"Churchill","AT",1,"2511b",1204,"","1","","",4,NA,0,25,0,"33",NA,41,NA,0,0,NA,NA,41,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450434,6512582,"2511.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2511b",0,0,50
"Churchill","AT",1,"2512a",1292,"","3","","",4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450436,6512582,"2512.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2512a",0,0,50
"Churchill","AT",1,"2512b",1292,"","3","","",4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450436,6512582,"2512.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2512b",0,0,50
"Churchill","AT",1,"2513a",1414,"","2","","",4,NA,0,56,0,"30",NA,14,NA,0,0,NA,NA,14,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450438,6512584,"2513.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2513a",0,0,50
"Churchill","AT",1,"2513b",1414,"","2","","",4,NA,3,44,0,"3",NA,50,NA,0,0,NA,NA,50,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450438,6512584,"2513.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2513b",0,0,50
"Churchill","AT",1,"2514a",1488,"","4","","",6,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450439,6512583,"2514.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2514a",0,0,50
"Churchill","AT",1,"2514b",1488,"","4","","",6,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450439,6512583,"2514.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2514b",0,0,50
"Churchill","AT",1,"2515a",1552,"","1","","",5,NA,0,31,3,"40",NA,20,NA,0,6,NA,NA,26,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450438,6512580,"2515.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2515a",0,0,50
"Churchill","AT",1,"2515b",1552,"","1","","",5,NA,0,17,1,"31",NA,44,NA,0,7,NA,NA,51,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450438,6512580,"2515.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2515b",0,0,50
"Churchill","AT",1,"2516a",1676,"","3","","",3,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450439,6512579,"2516.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2516a",0,0,50
"Churchill","AT",1,"2516b",1676,"","3","","",3,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450439,6512579,"2516.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2516b",0,0,50
"Churchill","AT",1,"2517a",1805,"","2","","",7,NA,2,37,0,"36",NA,24,NA,0,1,NA,NA,26,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450440,6512579,"2517.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2517a",0,0,50
"Churchill","AT",1,"2517b",1805,"","2","","",7,NA,0,49,0,"35",NA,15,NA,0,2,NA,NA,17,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450440,6512579,"2517.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2517b",0,0,50
"Churchill","AT",1,"2518a",1934,"","4","","",5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,"15V",450442,6512582,"2518.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2518a",0,0,50
"Churchill","AT",1,"2518b",1934,"","4","","",5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450442,6512582,"2518.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2518b",0,0,50
"Churchill","AT",1,"2519a",2007,"","1","","",3,NA,0,20,0,"20",NA,60,NA,0,0,NA,NA,60,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450443,6512583,"2519.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2519a",0,0,50
"Churchill","AT",1,"2519b",2007,"","1","","",3,NA,0,47,0,"0",NA,53,NA,0,0,NA,NA,53,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450443,6512583,"2519.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2519b",0,0,50
"Churchill","AT",1,"2520a",2143,"","3","","",6,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450444,6512582,"2520.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2520a",0,0,50
"Churchill","AT",1,"2520b",2143,"","3","","",6,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450444,6512582,"2520.jpg",NA,NA,"","","","","",2013,2,NA,"Churchill_AT_1_2520b",0,0,50
"Wolf Creek","AT",1.1,"504a",31,"","4","","",14,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,"8V",NA,NA,"504-524.jpg",NA,NA,"","","","","",2013,2,NA,"Wolf Creek_AT_1.1_504a",0,0,50
"Wolf Creek","AT",1.1,"505a",155,"","2","","",8,NA,0,25,8,"26",NA,40,NA,1,0,NA,NA,41,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"8V",NA,NA,"505-525.jpg",NA,NA,"","","","","",2013,2,NA,"Wolf Creek_AT_1.1_505a",0,0,50
"Wolf Creek","AT",1.1,"506a",282,"","3","","",12,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"8V",NA,NA,"506-526.jpg",NA,NA,"","","","","",2013,2,NA,"Wolf Creek_AT_1.1_506a",0,0,50
"Wolf Creek","AT",1.1,"507a",397,"","1","","",6,NA,1,31,30,"7",NA,27,NA,4,0,NA,NA,31,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"8V",NA,NA,"507-527.jpg",NA,NA,"","","","","",2013,2,NA,"Wolf Creek_AT_1.1_507a",0,0,50
"Wolf Creek","AT",1.1,"508a",474,"","2","","",11,NA,5,35,3,"12",NA,42,NA,3,0,NA,NA,45,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"8V",NA,NA,"508-528.jpg",NA,NA,"","","","","",2013,2,NA,"Wolf Creek_AT_1.1_508a",0,0,50
"Wolf Creek","AT",1.1,"509a",578,"","1","","",8,NA,6,45,0,"17",NA,24,NA,8,0,NA,NA,32,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"8V",NA,NA,"509-529.jpg",NA,NA,"","","","","",2013,2,NA,"Wolf Creek_AT_1.1_509a",0,0,50
