"site","zone","transect","plot","dist.on.transect","ID","treatment","herb.treat","tussock.treat","organic.depth","non.vascular","moss","lichen","mineral","organic","rock","shrub","excrement","forb","graminoid","vegetation..sum.of.shrub..gram..forb.","litter","other","total","nat.seedling.sp.y0","nat.seedling.count.y0","nat.seedling.sp.y1","nat.seedling.count.y1","nat.seedling.sp.y2","nat.seedling.count.y2","exp.seedling.sp","exp.seedling.count.y1","exp.seedling.count.y2","exp.seedling.count.y3","exp.seedling.dead","exp.seedling.missing","germ.y1","surv.yr1","germ.y2","surv.yr2","dead.yr2","surv.seedlings.yr2","tot.surv.yr2","germ.y3","surv.yr3","utm.zone","easting","northing","plot.photo","scar.photo","date.seeded","date.counted.yr1","date.counted.yr2","date.counted.yr3","comment","provenance","start.year","exp.duration","subplot","uniquePlot","seedT","scarT","seeds.per.plot"
"Las Cutas","AT",1,"9",8.9,"","SD","ex","",NA,0,0,0,0,"10",20,15,1,NA,54,69,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",6,7,NA,0,NA,6,6,NA,NA,NA,7,7,NA,NA,"",NA,NA,"Exclusion from herbivores with mesh cage (mesh size 0.5 cm)",NA,NA,"","","","","",2013,2,NA,"Las Cutas_AT_1_9",1,0,300
"Las Cutas","AT",1,"9",8.9,"","SD","ex","",NA,0,0,0,0,"10",20,15,1,NA,54,69,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Exclusion from herbivores with mesh cage (mesh size 0.5 cm)",NA,NA,"","","","","",2014,1,NA,"Las Cutas_AT_1_9",1,0,300
"Las Cutas","AT",1,"10",9.7,"","CN","nonex","",4,0,0,0,0,"10",25,20,1,NA,44,64,NA,NA,100,"",NA,"1",NA,"",NA,"Pinus uncinata",0,0,NA,1,NA,2,0,NA,NA,NA,0,0,NA,NA,"",NA,NA,"",NA,NA,"","","","","",2013,2,NA,"Las Cutas_AT_1_10",0,0,300
"Las Cutas","AT",1,"10",9.7,"","CN","nonex","",4,0,0,0,0,"10",25,20,1,NA,44,64,NA,NA,100,"",NA,"",NA,"",1,"Pinus uncinata",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","","","",2014,1,NA,"Las Cutas_AT_1_10",0,0,300
"Las Cutas","AT",1,"11",11.1,"","SC","nonex","",NA,0,0,0,0,"10",35,20,10,NA,25,45,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,NA,"",NA,NA,"",NA,NA,"","","","","",2013,2,NA,"Las Cutas_AT_1_11",0,1,300
"Las Cutas","AT",1,"11",11.1,"","SC","nonex","",NA,0,0,0,0,"10",35,20,10,NA,25,45,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","","","",2014,1,NA,"Las Cutas_AT_1_11",0,1,300
"Las Cutas","AT",1,"12",12.4,"","SS","nonex","",NA,5,0,5,0,"25",45,10,1,NA,14,24,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",1,0,NA,0,NA,1,1,NA,NA,NA,0,0,NA,NA,"",NA,NA,"Label plot 702",NA,NA,"","","","","",2013,2,NA,"Las Cutas_AT_1_12",1,1,300
"Las Cutas","AT",1,"12",12.4,"","SS","nonex","",NA,5,0,5,0,"25",45,10,1,NA,14,24,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Label plot 702",NA,NA,"","","","","",2014,1,NA,"Las Cutas_AT_1_12",1,1,300
"Las Cutas","AT",1,"13",13.3,"","SC","nonex","",NA,0,0,0,0,"5",40,25,5,NA,25,50,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,NA,"",NA,NA,"",NA,NA,"","","","","",2013,2,NA,"Las Cutas_AT_1_13",0,1,300
"Las Cutas","AT",1,"13",13.3,"","SC","nonex","",NA,0,0,0,0,"5",40,25,5,NA,25,50,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","","","",2014,1,NA,"Las Cutas_AT_1_13",0,1,300
"Las Cutas","AT",1,"14",14.5,"","SD","nonex","",NA,0,0,0,0,"20",5,10,10,NA,55,65,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",1,1,NA,0,NA,1,1,NA,NA,NA,1,1,NA,NA,"",NA,NA,"",NA,NA,"","","","","",2013,2,NA,"Las Cutas_AT_1_14",1,0,300
"Las Cutas","AT",1,"14",14.5,"","SD","nonex","",NA,0,0,0,0,"20",5,10,10,NA,55,65,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","","","",2014,1,NA,"Las Cutas_AT_1_14",1,0,300
"Las Cutas","AT",1,"15",15.1,"","CN","nonex","",7,0,0,0,0,"20",10,30,0,NA,40,70,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,NA,"",NA,NA,"Label plot 708",NA,NA,"","","","","",2013,2,NA,"Las Cutas_AT_1_15",0,0,300
"Las Cutas","AT",1,"15",15.1,"","CN","nonex","",7,0,0,0,0,"20",10,30,0,NA,40,70,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Label plot 708",NA,NA,"","","","","",2014,1,NA,"Las Cutas_AT_1_15",0,0,300
"Las Cutas","AT",1,"16",16.3,"","SC","nonex","",NA,0,0,0,0,"20",50,10,1,NA,19,29,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,NA,"",NA,NA,"Label plot 705",NA,NA,"","","","","",2013,2,NA,"Las Cutas_AT_1_16",0,1,300
"Las Cutas","AT",1,"16",16.3,"","SC","nonex","",NA,0,0,0,0,"20",50,10,1,NA,19,29,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Label plot 705",NA,NA,"","","","","",2014,1,NA,"Las Cutas_AT_1_16",0,1,300
"Las Cutas","AT",1,"17",17.4,"","CN","nonex","",NA,5,5,0,0,"10",20,15,1,NA,49,64,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,NA,"",NA,NA,"Label plot 792",NA,NA,"","","","","",2013,2,NA,"Las Cutas_AT_1_17",0,0,300
"Las Cutas","AT",1,"17",17.4,"","CN","nonex","",NA,5,5,0,0,"10",20,15,1,NA,49,64,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Label plot 792",NA,NA,"","","","","",2014,1,NA,"Las Cutas_AT_1_17",0,0,300
"Las Cutas","AT",1,"18",18.4,"","SC","nonex","",NA,0,0,0,0,"20",15,15,1,NA,49,64,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,NA,"",NA,NA,"Label plot 706",NA,NA,"","","","","",2013,2,NA,"Las Cutas_AT_1_18",0,1,300
"Las Cutas","AT",1,"18",18.4,"","SC","nonex","",NA,0,0,0,0,"20",15,15,1,NA,49,64,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Label plot 706",NA,NA,"","","","","",2014,1,NA,"Las Cutas_AT_1_18",0,1,300
"Las Cutas","AT",1,"19",19.1,"","SD","nonex","",NA,0,0,0,0,"15",25,35,0,NA,25,60,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",2,2,NA,0,NA,2,2,NA,NA,NA,2,2,NA,NA,"",NA,NA,"Label plot 795",NA,NA,"","","","","",2013,2,NA,"Las Cutas_AT_1_19",1,0,300
"Las Cutas","AT",1,"19",19.1,"","SD","nonex","",NA,0,0,0,0,"15",25,35,0,NA,25,60,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Label plot 795",NA,NA,"","","","","",2014,1,NA,"Las Cutas_AT_1_19",1,0,300
"Las Cutas","AT",1,"20",20.2,"","SC","nonex","",6,0,0,0,0,"5",30,15,10,NA,40,55,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,0,NA,0,NA,0,0,NA,NA,NA,0,0,NA,NA,"",NA,NA,"Label plot 701",NA,NA,"","","","","",2013,2,NA,"Las Cutas_AT_1_20",0,1,300
"Las Cutas","AT",1,"20",20.2,"","SC","nonex","",6,0,0,0,0,"5",30,15,10,NA,40,55,NA,NA,100,"",NA,"",NA,"",NA,"Pinus uncinata",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Label plot 701",NA,NA,"","","","","",2014,1,NA,"Las Cutas_AT_1_20",0,1,300
"Mount Roberts","AT",1,"1",2,"","SD","nonex","",1,60,60,0,0,"<1",30,10,NA,0,0,10,NA,0,100,NA,0,NA,0,"",NA,"Picea sitchensis",1,3,NA,NA,NA,11,11,0,0,NA,NA,0,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","Note: this is not a well-developed organic horizon, it is pretty weak, yet can be differentiated from the lower mineral horizon","",2013,2,NA,"Mount Roberts_AT_1_1",1,0,60
"Mount Roberts","AT",1,"2",5,"","SC","nonex","",0.25,10,10,0,5,"15",55,15,NA,0,0,15,NA,0,100,NA,0,NA,0,"",NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","","",2013,2,NA,"Mount Roberts_AT_1_2",0,1,60
"Mount Roberts","AT",1,"3",9,"","SD","nonex","",1.5,80,70,10,0,"<1",10,10,NA,0,0,10,NA,0,100,NA,0,NA,0,"",NA,"Picea sitchensis",0,4,NA,NA,NA,5,5,0,0,NA,NA,0,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","Yellow means that data is being confirmed on 9/19/15","",2013,2,NA,"Mount Roberts_AT_1_3",1,0,60
"Mount Roberts","AT",1,"4",10,"","SC","nonex","",0.25,45,40,5,10,"10",15,20,NA,0,0,20,NA,0,100,NA,0,NA,0,"",NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","","",2013,2,NA,"Mount Roberts_AT_1_4",0,1,60
"Mount Roberts","AT",1,"5",15,"","CN","nonex","",0.5,60,40,20,0,"<1",0,40,NA,0,0,40,NA,0,100,NA,0,NA,0,"",NA,NA,2,0,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","","",2013,2,NA,"Mount Roberts_AT_1_5",0,0,60
"Mount Roberts","AT",1,"6",18,"","SS","nonex","",0.5,20,10,10,10,"15",0,55,NA,0,0,55,NA,0,100,NA,0,NA,0,"",NA,"Picea sitchensis",0,7,NA,NA,NA,7,7,4,4,NA,NA,4,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","","",2013,2,NA,"Mount Roberts_AT_1_6",1,1,60
"Mount Roberts","AT",1,"7",29,"","SC","nonex","",0.75,65,50,15,5,"<1",15,15,NA,0,0,15,NA,0,100,NA,0,NA,0,"",NA,NA,1,0,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","","",2013,2,NA,"Mount Roberts_AT_1_7",0,1,60
"Mount Roberts","AT",1,"8",33,"","SS","nonex","",0.25,65,45,20,5,"20",0,10,NA,0,0,10,NA,0,100,NA,0,NA,0,"",NA,"Picea sitchensis",0,23,NA,NA,NA,23,23,23,23,NA,NA,23,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","","",2013,2,NA,"Mount Roberts_AT_1_8",1,1,60
"Mount Roberts","AT",1,"9",41,"","CN","nonex","",1.5,10,10,0,0,"<1",0,90,NA,0,0,90,NA,0,100,NA,0,NA,0,"",NA,NA,3,0,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","","",2013,2,NA,"Mount Roberts_AT_1_9",0,0,60
"Mount Roberts","AT",1,"10",53,"","SD","nonex","",1,70,40,30,0,"<1",5,25,NA,0,0,25,NA,0,100,NA,0,NA,0,"",NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","","",2013,2,NA,"Mount Roberts_AT_1_10",1,0,60
"Mount Roberts","AT",1,"11",55,"","SD","nonex","",0.75,30,20,10,0,"<1",10,60,NA,0,0,60,NA,0,100,NA,0,NA,0,"",NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","","",2013,2,NA,"Mount Roberts_AT_1_11",1,0,60
"Mount Roberts","AT",1,"12",56,"","SC","nonex","",0.25,30,10,20,10,"15",25,20,NA,0,0,20,NA,0,100,NA,0,NA,0,"",NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","The AT has some striving seedlings from the seed experiment.","",2013,2,NA,"Mount Roberts_AT_1_12",0,1,60
"Mount Roberts","AT",1,"13",60,"","CN","nonex","",1.5,75,45,30,0,"<1",0,25,NA,0,0,25,NA,0,100,NA,0,NA,0,"",NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","Interestingly, the T and the F do not have seedlings that are thriving.","",2013,2,NA,"Mount Roberts_AT_1_13",0,0,60
"Mount Roberts","AT",1,"14",64,"","SD","nonex","",1,70,55,15,0,"<1",15,15,NA,0,0,15,NA,0,100,NA,0,NA,0,"",NA,NA,1,0,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","","",2013,2,NA,"Mount Roberts_AT_1_14",1,0,60
"Mount Roberts","AT",1,"15",68,"","SS","nonex","",0.5,40,30,10,10,"10",30,10,NA,0,0,10,NA,0,100,NA,0,NA,0,"",NA,"Picea sitchensis",0,19,NA,NA,NA,21,21,8,8,NA,NA,8,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","","",2013,2,NA,"Mount Roberts_AT_1_15",1,1,60
"Mount Roberts","AT",1,"16",70,"","CN","nonex","",0.75,100,60,40,0,"<1",0,0,NA,0,0,0,NA,0,100,NA,0,NA,0,"",NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","","",2013,2,NA,"Mount Roberts_AT_1_16",0,0,60
"Mount Roberts","AT",1,"17",71,"","SS","nonex","",0.5,55,30,25,15,"10",15,5,NA,0,0,5,NA,0,100,NA,0,NA,0,"",NA,"Picea sitchensis",0,4,NA,NA,NA,5,5,4,4,NA,NA,4,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","","",2013,2,NA,"Mount Roberts_AT_1_17",1,1,60
"Mount Roberts","AT",1,"18",73,"","CN","nonex","",1,70,20,50,0,"<1",0,30,NA,0,0,30,NA,0,100,NA,0,NA,0,"",NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","","",2013,2,NA,"Mount Roberts_AT_1_18",0,0,60
"Mount Roberts","AT",1,"19",80,"","SC","nonex","",0.25,45,35,10,15,"<1",15,25,NA,0,0,25,NA,0,100,NA,0,NA,0,"",NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,"8V",537151.5,6461610,"",NA,NA,"","","","","",2013,2,NA,"Mount Roberts_AT_1_19",0,1,60
"Mount Roberts","AT",1,"20",89,"","SS","nonex","",0.75,45,40,5,10,"5",20,20,NA,0,0,20,NA,0,100,NA,0,NA,0,"",NA,"Picea sitchensis",0,12,NA,NA,NA,17,17,6,6,NA,NA,6,NA,NA,"8V",537073.2,6461645,"",NA,NA,"","","","","",2013,2,NA,"Mount Roberts_AT_1_20",1,1,60
"Mount Hotham","AT",1,"1",0.8,"","CN","nonex","",15,3,1,2,5,"2",1,0,NA,5,90,95,NA,NA,106,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511121.1,5907472,"T1 P1",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_1_1",0,0,100
"Mount Hotham","AT",1,"2",2,"","SC","nonex","",15,1,0,1,40,"10",1,0,NA,1,50,51,NA,NA,103,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511123.9,5907468,"T1 P2",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_1_2",0,1,100
"Mount Hotham","AT",1,"3",5.6,"","SS","nonex","",15,0,0,0,30,"5",1,0,NA,5,65,70,NA,NA,106,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511121.1,5907472,"T1 P3",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_1_3",1,1,100
"Mount Hotham","AT",1,"4",8.4,"","SD","nonex","",15,0,0,0,30,"2",20,0,NA,10,50,60,NA,NA,112,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511123.9,5907468,"T1 P4",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_1_4",1,0,100
"Mount Hotham","AT",2,"1",1.8,"","CN","nonex","",20,0,0,0,2,"5",1,0,NA,10,95,105,NA,NA,113,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511123.9,5907468,"T2 P1",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_2_1",0,0,100
"Mount Hotham","AT",2,"2",4,"","SS","nonex","",20,2,1,1,2,"10",1,0,NA,2,95,97,NA,NA,112,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",3,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,"55H",511121.1,5907472,"T2 P2",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_2_2",1,1,100
"Mount Hotham","AT",2,"3",8.6,"","SD","nonex","",20,0,0,0,1,"20",1,0,NA,5,75,80,NA,NA,102,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511123.9,5907468,"T2 P3",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_2_3",1,0,100
"Mount Hotham","AT",2,"4",11.4,"","SC","nonex","",20,1,0,1,1,"5",0,80,NA,5,10,95,NA,NA,102,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511121.1,5907472,"T2 P4",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_2_4",0,1,100
"Mount Hotham","AT",3,"1",1.2,"","SD","nonex","",20,1,0,1,1,"5",1,30,NA,70,5,105,NA,NA,113,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511110.3,5907528,"T3 P1",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_3_1",1,0,100
"Mount Hotham","AT",3,"2",5,"","SS","nonex","",20,1,0,1,1,"5",5,35,NA,45,10,90,NA,NA,102,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511110.3,5907528,"T3 P2",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_3_2",1,1,100
"Mount Hotham","AT",3,"3",6.7,"","CN","nonex","",20,1,0,1,1,"2",1,30,NA,40,25,95,NA,NA,100,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511110.3,5907528,"T3 P3",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_3_3",0,0,100
"Mount Hotham","AT",3,"4",10,"","SC","nonex","",20,1,0,1,0,"5",0,25,NA,10,70,105,NA,NA,111,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511110.3,5907528,"T3 P4",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_3_4",0,1,100
"Mount Hotham","AT",4,"1",1.7,"","SS","nonex","",10,1,0,1,5,"5",3,10,NA,60,20,90,NA,NA,104,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511127.8,5907474,"T4 P1",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_4_1",1,1,100
"Mount Hotham","AT",4,"2",3.7,"","CN","nonex","",10,1,0,1,1,"5",5,0,NA,40,50,90,NA,NA,102,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511121.2,5907498,"T4 P2",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_4_2",0,0,100
"Mount Hotham","AT",4,"3",8.2,"","SD","nonex","",10,1,0,1,0,"2",0,60,NA,30,10,100,NA,NA,103,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511121.2,5907498,"T4 P3",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_4_3",1,0,100
"Mount Hotham","AT",4,"4",10.4,"","SC","nonex","",10,1,0,1,5,"5",5,50,NA,20,15,85,NA,NA,101,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511127.8,5907474,"T4 P4",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_4_4",0,1,100
"Mount Hotham","AT",5,"1",1.7,"","SS","nonex","",10,1,0,1,5,"20",0,0,NA,10,70,80,NA,NA,106,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511127.8,5907474,"T5 P1",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_5_1",1,1,100
"Mount Hotham","AT",5,"2",3.7,"","CN","nonex","",10,1,0,1,0,"1",0,40,NA,30,30,100,NA,NA,102,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511121.2,5907498,"T5 P2",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_5_2",0,0,100
"Mount Hotham","AT",5,"3",5.6,"","SC","nonex","",10,1,0,1,1,"3",0,15,NA,5,75,95,NA,NA,100,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511127.8,5907474,"T5 P3",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_5_3",0,1,100
"Mount Hotham","AT",5,"4",9.2,"","SD","nonex","",10,1,0,1,0,"1",0,50,NA,25,25,100,NA,NA,102,NA,0,NA,0,"",NA,"Eucalyptus pauciflor",0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"55H",511121.2,5907498,"T5 P4",NA,20140412,"20150115","","","","",2014,1,NA,"Mount Hotham_AT_5_4",1,0,100
"Rif Blanc","AT",1,"1",0.15,"","SD","nonex","",0,0,0,0,25,"0",0,0,NA,55,20,75,NA,0,100,NA,0,"",NA,"",NA,"Larix decidua",1,1,NA,0,1,2,1,0,NA,NA,1,1,NA,NA,"32T",297972,4991440,"",NA,NA,"","","","B1P1","signs of seed predation in all seeded plots (broken seed coats)",2012,3,NA,"Rif Blanc_AT_1_1",1,0,170
"Rif Blanc","AT",1,"1",0.15,"","SD","nonex","",0,0,0,0,25,"0",0,0,NA,55,20,75,NA,0,100,NA,0,"",NA,"",NA,"Pinus uncinata",0,0,NA,0,2,2,0,0,NA,NA,0,0,NA,NA,"32T",297972,4991440,"",NA,NA,"","","","B1P1","",2012,3,NA,"Rif Blanc_AT_1_1",1,0,170
"Rif Blanc","AT",1,"2",0.96,"","SS","nonex","",0,0,0,0,5,"15",0,0,NA,40,40,80,NA,0,100,NA,0,"",NA,"",NA,"Larix decidua",0,0,NA,2,1,3,0,0,NA,NA,0,0,NA,NA,"32T",297973,4991440,"",NA,NA,"","","","B1P2","",2012,3,NA,"Rif Blanc_AT_1_2",1,1,170
"Rif Blanc","AT",1,"2",0.96,"","SS","nonex","",0,0,0,0,5,"15",0,0,NA,40,40,80,NA,0,100,NA,0,"",NA,"",NA,"Pinus uncinata",0,0,NA,0,1,1,0,0,NA,NA,0,0,NA,NA,"32T",297973,4991440,"",NA,NA,"","","","B1P2","",2012,3,NA,"Rif Blanc_AT_1_2",1,1,170
"Rif Blanc","AT",1,"3",1.64,"","CN","nonex","",0,0,0,0,0,"20",0,0,NA,30,50,80,NA,0,100,NA,0,"",NA,"",NA,"Larix decidua",0,0,NA,0,0,0,0,0,NA,NA,0,0,NA,NA,"32T",297975,4991440,"",NA,NA,"","","","B1P3","",2012,3,NA,"Rif Blanc_AT_1_3",0,0,170
"Rif Blanc","AT",1,"3",1.64,"","CN","nonex","",0,0,0,0,0,"20",0,0,NA,30,50,80,NA,0,100,NA,0,"",NA,"",NA,"Pinus uncinata",0,0,NA,0,0,0,0,0,NA,NA,0,0,NA,NA,"32T",297975,4991440,"",NA,NA,"","","","B1P3","",2012,3,NA,"Rif Blanc_AT_1_3",0,0,170
"Rif Blanc","AT",1,"4",2.09,"","SC","nonex","",0,0,0,0,12,"8",0,0,NA,45,35,80,NA,0,100,NA,0,"",NA,"",NA,"Larix decidua",0,0,NA,0,0,0,0,0,NA,NA,0,0,NA,NA,"32T",297976,4991442,"",NA,NA,"","","","B1P4","",2012,3,NA,"Rif Blanc_AT_1_4",0,1,170
"Rif Blanc","AT",1,"4",2.09,"","SC","nonex","",0,0,0,0,12,"8",0,0,NA,45,35,80,NA,0,100,NA,0,"",NA,"",NA,"Pinus uncinata",0,0,NA,0,0,0,0,0,NA,NA,0,0,NA,NA,"32T",297976,4991442,"",NA,NA,"","","","B1P4","",2012,3,NA,"Rif Blanc_AT_1_4",0,1,170
