"site","zone","transect","plot","dist.on.transect","ID","treatment","herb.treat","tussock.treat","organic.depth","non.vascular","moss","lichen","mineral","organic","rock","shrub","excrement","forb","graminoid","vegetation..sum.of.shrub..gram..forb.","litter","other","total","nat.seedling.sp.y0","nat.seedling.count.y0","nat.seedling.sp.y1","nat.seedling.count.y1","nat.seedling.sp.y2","nat.seedling.count.y2","exp.seedling.sp","exp.seedling.count.y1","exp.seedling.count.y2","exp.seedling.count.y3","exp.seedling.dead","exp.seedling.missing","dead.yr.1","germ.y1","surv.yr1","germ.y2","surv.yr2","dead.yr2","surv.seedlings.yr2","tot.surv.yr2","germ.y3","surv.yr3","utm.zone","easting","northing","plot.photo","scar.photo","date.seeded","date.counted.yr1","date.counted.yr2","date.counted.yr3","comment","provenance","start.year","exp.duration","subplot"
"Davos","AT",NA,"p159",NA,"ID938","SS","ex","",7,30,20,10,0,NA,30,NA,NA,NA,NA,"50",10,NA,120,NA,0,NA,0,NA,0,"Larix decidua",1,0,0,NA,NA,NA,1,0,0,0,NA,0,0,NA,NA,"",NA,NA,"",NA,"20130716","27.10.2013","15.09.2014","30.09.2015","","low",2013,2,"p159_20130716"
"Davos","AT",NA,"p159",NA,"ID939","SS","nonex","",7,20,10,10,0,NA,30,NA,NA,NA,NA,"60",10,NA,120,NA,0,NA,0,NA,0,"Larix decidua",0,2,0,NA,NA,NA,0,2,2,0,NA,2,2,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","high",2014,2,"p159_20140625"
"Davos","AT",NA,"p159",NA,"ID940","SS","ex","",7,35,30,5,0,NA,10,NA,NA,NA,NA,"60",10,NA,115,NA,0,NA,0,NA,0,"Larix decidua",0,1,0,NA,NA,NA,0,1,1,0,NA,1,1,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","high",2014,2,"p159_20140625"
"Davos","AT",NA,"p159",NA,"ID941","SS","nonex","",7,25,20,5,0,NA,5,NA,NA,NA,NA,"70",15,NA,115,NA,0,NA,0,NA,0,"Picea abies",3,1,0,NA,NA,NA,3,1,1,0,NA,1,1,NA,NA,"",NA,NA,"",NA,"20130716","27.10.2013","15.09.2014","30.09.2015","","low",2013,2,"p159_20130716"
"Davos","AT",NA,"p159",NA,"ID942","SS","ex","",7,25,20,5,0,NA,5,NA,NA,NA,NA,"60",15,NA,105,NA,0,NA,0,NA,0,"Picea abies",4,2,0,NA,NA,NA,4,2,2,0,NA,2,2,NA,NA,"",NA,NA,"",NA,"20130716","27.10.2013","15.09.2014","30.09.2015","","low",2013,2,"p159_20130716"
"Davos","AT",NA,"p159",NA,"ID943","SS","nonex","",7,10,5,5,0,NA,20,NA,NA,NA,NA,"60",15,NA,105,NA,0,NA,0,NA,0,"Picea abies",0,8,0,NA,NA,NA,0,8,8,0,NA,8,8,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","low",2014,2,"p159_20140625"
"Davos","AT",NA,"p159",NA,"ID944","SS","ex","",7,15,10,5,0,NA,10,NA,NA,NA,NA,"70",10,NA,105,NA,0,NA,0,NA,0,"Picea abies",0,15,0,NA,NA,NA,0,15,15,0,NA,15,15,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","low",2014,2,"p159_20140625"
"Davos","AT",NA,"p160",NA,"ID945","CN","nonex","",7,35,30,5,0,NA,5,NA,NA,NA,NA,"80",15,NA,135,NA,0,NA,0,NA,0,"Larix decidua",0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","high",2014,2,"p160_20140625"
"Davos","AT",NA,"p160",NA,"ID946","CN","ex","",7,25,20,5,10,NA,5,NA,NA,NA,NA,"50",10,NA,100,NA,0,NA,0,NA,0,"Larix decidua",0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","high",2014,2,"p160_20140625"
"Davos","AT",NA,"p160",NA,"ID947","CN","nonex","",7,25,20,5,5,NA,5,NA,NA,NA,NA,"70",10,NA,115,NA,0,NA,0,NA,0,"Picea abies",0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","high",2014,2,"p160_20140625"
"Davos","AT",NA,"p160",NA,"ID948","CN","ex","",7,15,10,5,5,NA,5,NA,NA,NA,NA,"70",10,NA,105,NA,0,NA,0,NA,0,"Picea abies",0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","high",2014,2,"p160_20140625"
"Davos","AT",NA,"p160",NA,"ID949","CN","nonex","",7,10,5,5,5,NA,5,NA,NA,NA,NA,"70",20,NA,110,NA,0,NA,0,NA,0,"Picea abies",0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","low",2013,2,"p160_20140625"
"Davos","AT",NA,"p160",NA,"ID950","CN","ex","",7,25,20,5,5,NA,5,NA,NA,NA,NA,"60",10,NA,105,NA,0,NA,0,NA,0,"Picea abies",0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","low",2013,2,"p160_20140625"
"Davos","AT",NA,"p160",NA,"ID951","CN","nonex","",7,10,5,5,0,NA,20,NA,NA,NA,NA,"60",10,NA,100,NA,0,NA,0,NA,0,"Larix decidua",0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","high",2013,2,"p160_20140625"
"Davos","AT",NA,"p160",NA,"ID952","CN","ex","",7,15,10,5,0,NA,30,NA,NA,NA,NA,"40",10,NA,95,NA,0,NA,0,NA,0,"Larix decidua",0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","high",2013,2,"p160_20140625"
"Davos","AT",NA,"p160",NA,"ID953","CN","nonex","",7,20,5,15,0,NA,5,NA,NA,NA,NA,"70",10,NA,105,NA,0,NA,0,NA,0,"Picea abies",0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","low",2014,2,"p160_20140625"
"Davos","AT",NA,"p160",NA,"ID954","CN","ex","",7,15,10,5,10,NA,10,NA,NA,NA,NA,"60",15,NA,110,NA,0,NA,0,NA,0,"Picea abies",0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","low",2014,2,"p160_20140625"
"Davos","AT",NA,"p160",NA,"ID955","CN","nonex","",7,20,15,5,10,NA,5,NA,NA,NA,NA,"60",10,NA,105,NA,0,NA,0,NA,0,"Larix decidua",0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","low",2014,2,"p160_20140625"
"Davos","AT",NA,"p160",NA,"ID956","CN","ex","",7,30,25,5,5,NA,5,NA,NA,NA,NA,"70",20,NA,130,NA,0,NA,0,NA,0,"Larix decidua",0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","low",2014,2,"p160_20140625"
"Davos","AT",NA,"p160",NA,"ID957","CN","nonex","",7,10,5,5,5,NA,10,NA,NA,NA,NA,"80",20,NA,125,NA,0,NA,0,NA,0,"Larix decidua",0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","low",2013,2,"p160_20140625"
"Davos","AT",NA,"p160",NA,"ID958","CN","ex","",7,15,10,5,5,NA,5,NA,NA,NA,NA,"70",15,NA,110,NA,0,NA,0,NA,0,"Larix decidua",0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","low",2013,2,"p160_20140625"
"Davos","AT",NA,"p160",NA,"ID959","CN","nonex","",7,15,10,5,5,NA,5,NA,NA,NA,NA,"70",10,NA,105,NA,0,NA,0,NA,0,"Picea abies",0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","high",2013,2,"p160_20140625"
"Davos","AT",NA,"p160",NA,"ID960","CN","ex","",7,10,10,0,5,NA,40,NA,NA,NA,NA,"30",10,NA,95,NA,0,NA,0,NA,0,"Picea abies",0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,"",NA,NA,"",NA,"20140625","27.10.2013","15.09.2014","30.09.2015","","high",2013,2,"p160_20140625"
"Churchill, MB","AT",1,"2502",1.99,"","SS","nonex","",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450428,6512589,"2502.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2502",1.99,"","SS","nonex","",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450428,6512589,"2502.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2504",4.58,"","SC","nonex","",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450429,6512589,"2504.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2504",4.58,"","SC","nonex","",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450429,6512589,"2504.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2506",6.62,"","SS","nonex","",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450433,6512587,"2506.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2506",6.62,"","SS","nonex","",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450433,6512587,"2506.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2508",8.9,"","SC","nonex","",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450434,6512585,"2508.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2508",8.9,"","SC","nonex","",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450434,6512585,"2508.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2510",11.26,"","SS","nonex","",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450436,6512583,"2510.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2510",11.26,"","SS","nonex","",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450436,6512583,"2510.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2512",12.92,"","SC","nonex","",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450436,6512582,"2512.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2512",12.92,"","SC","nonex","",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450436,6512582,"2512.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2514",14.88,"","SS","nonex","",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450439,6512583,"2514.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2514",14.88,"","SS","nonex","",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450439,6512583,"2514.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2516",16.76,"","SC","nonex","",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450439,6512579,"2516.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2516",16.76,"","SC","nonex","",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450439,6512579,"2516.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2518",19.34,"","SS","nonex","",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,"15V",450442,6512582,"2518.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2518",19.34,"","SS","nonex","",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450442,6512582,"2518.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2520",21.43,"","SC","nonex","",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450444,6512582,"2520.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","AT",1,"2520",21.43,"","SC","nonex","",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",450444,6512582,"2520.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1367",0.47,"","CN","nonex","",11,NA,0,0,0,71,NA,19,NA,1,10,"",NA,29,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",452042,6512164,"1367.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1368",1.7,"","SC","nonex","",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",452044,6512163,"1368.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1370",3.84,"","SC","nonex","",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",452045,6512160,"1370.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1371",5.19,"","SS","nonex","",20,NA,0,0,0,0,NA,87,NA,0,13,"",NA,100,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",452046,6512159,"1371.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1372",6.19,"","CN","nonex","",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,"15V",452046,6512158,"1372.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1374",8.78,"","CN","nonex","",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,"Picea glauca",2,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",452044,6512154,"1374.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1377",12.36,"","SS","nonex","",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",452050,6512153,"1377.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1379",14.98,"","SS","nonex","",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,"15V",452054,6512151,"1379.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1384",17.82,"","SS","nonex","",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",452055,6512149,"1384.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1386",20.14,"","SC","nonex","",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,"Picea glauca",1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,"15V",452054,6512147,"1386.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1388",23.08,"","CN","nonex","",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",452059,6512147,"1388.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1348",1.53,"","SS","nonex","",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",451078,6509174,"1348.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1348",1.53,"","SS","nonex","",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",451078,6509174,"1348.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1350",4.27,"","SC","nonex","",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",451074,6509176,"1350.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1350",4.27,"","SC","nonex","",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",451074,6509176,"1350.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1352",6.47,"","SS","nonex","",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",451073,6509179,"1352.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1352",6.47,"","SS","nonex","",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",451073,6509179,"1352.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1353",7.75,"","SC","nonex","",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",451071,6509180,"1353.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1353",7.75,"","SC","nonex","",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",451071,6509180,"1353.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1356",11.33,"","SS","nonex","",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",451069,6509179,"1356.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1356",11.33,"","SS","nonex","",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,"Picea glauca",1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,"15V",451069,6509179,"1356.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1358",13.32,"","SC","nonex","",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",451067,6509181,"1358.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1358",13.32,"","SC","nonex","",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,"Picea glauca",1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",451067,6509181,"1358.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1359",14.77,"","SS","nonex","",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",451063,6509181,"1359.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1359",14.77,"","SS","nonex","",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,"Picea glauca",1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,"15V",451063,6509181,"1359.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1361",17.09,"","SC","nonex","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",451065,6509185,"1361.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1361",17.09,"","SC","nonex","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",451065,6509185,"1361.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1364",20.94,"","CN","nonex","",4,0,0,0,0,32,NA,61,NA,0,6,"",NA,67,100,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,"15V",451064,6509189,"1364.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1365",21.8,"","SS","nonex","",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",451062,6509187,"1365.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1365",21.8,"","SS","nonex","",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",451062,6509187,"1365.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1366",22.93,"","SC","nonex","",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",451059,6509188,"1366.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","T",1,"1366",22.93,"","SC","nonex","",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",451059,6509188,"1366.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","F",1,"1304",1.56,"","SS","nonex","",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",453029,6497800,"1304.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","F",1,"1304",1.56,"","SS","nonex","",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",453029,6497800,"1304.jpg",NA,"","","","","","",2013,2,NA
"Churchill, MB","F",1,"1306",3.82,"","SC","nonex","",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,100,0,NA,0,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,"15V",453030,6497800,"1306.jpg",NA,"","","","","","",2013,2,NA
