"site","zone","transect","plot","dist.on.transect","ID","treatment","herb.treat","tussock.treat","organic.depth","non.vascular","moss","lichen","mineral","organic","rock","shrub","excrement","forb","graminoid","vegetation..sum.of.shrub..gram..forb.","litter","other","total","nat.seedling.sp.y0","nat.seedling.count.y0","nat.seedling.sp.y1","nat.seedling.count.y1","nat.seedling.sp.y2","nat.seedling.count.y2","exp.seedling.sp","exp.seedling.count.y1","exp.seedling.count.y2","exp.seedling.count.y3","exp.seedling.dead","exp.seedling.missing","germ.y1","surv.yr1","germ.y2","surv.yr2","dead.yr2","surv.seedlings.yr2","tot.surv.yr2","germ.y3","surv.yr3","utm.zone","easting","northing","plot.photo","scar.photo","date.seeded","date.counted.yr1","date.counted.yr2","date.counted.yr3","comment","provenance","start.year","exp.duration"
"Ruby Ranges","AT","1.0","22","15.57","","CN","nonex","","18.50",NA,NA,NA,NA,"97",NA,"10",NA,"60",NA,"70",NA,NA,"167","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","AT","1.0","23","18.81","","SC","nonex","","11.00",NA,NA,NA,NA,"94",NA,"5",NA,"85",NA,"90",NA,NA,"184","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","AT","1.0","24","19.19","","SC","nonex","","7.00",NA,NA,NA,NA,"94",NA,"10",NA,"60",NA,"70",NA,NA,"164","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","AT","1.0","25","19.56","","PSS","nonex","","8.50",NA,NA,NA,NA,"97",NA,"10",NA,"65",NA,"75",NA,NA,"172","","0","",NA,"",NA,"Picea glauca","27","0",NA,NA,NA,"27","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","AT","1.0","26","20.00","","CN","nonex","","10.50",NA,NA,NA,NA,"96",NA,"15",NA,"55",NA,"70",NA,NA,"166","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","AT","1.0","27","20.29","","SD","nonex","","12.00",NA,NA,NA,NA,"97",NA,"5",NA,"60",NA,"65","5",NA,"167","","0","",NA,"",NA,"Picea glauca","4","0",NA,NA,NA,"4","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","AT","1.0","28","21.06","","SC","nonex","","11.00",NA,NA,NA,NA,"97",NA,"5",NA,"60",NA,"65","5",NA,"167","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","AT","1.0","29","21.28","","SS","nonex","","7.50",NA,NA,NA,NA,"5",NA,NA,NA,"90",NA,"90","95",NA,"190","","0","",NA,"",NA,"Picea glauca","4","0",NA,NA,NA,"4","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","AT","1.0","30","21.89","","PSS","nonex","","16.00",NA,NA,NA,NA,"96",NA,NA,NA,"80",NA,"80","5",NA,"181","","0","",NA,"",NA,"Picea glauca","13","0",NA,NA,NA,"13","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","1","0.00","","SS","nonex","","25.50",NA,NA,NA,NA,"70",NA,"20",NA,"40",NA,"60","40",NA,"170","","0","",NA,"",NA,"Picea glauca","16","6",NA,NA,NA,"16","0","6","6",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","2","0.32","","PSC","nonex","","18.00","5",NA,NA,NA,"85",NA,"5",NA,"35",NA,"40","20",NA,"150","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","3","0.63","","SC","nonex","","9.50","5",NA,NA,NA,"90",NA,"15",NA,"40",NA,"55","20",NA,"170","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","4","1.28","","PSC","nonex","","13.50","5",NA,NA,NA,"70",NA,NA,NA,"40",NA,"40","10",NA,"125","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","5","1.62","","SC","nonex","","12.00","5",NA,NA,NA,"65",NA,"20",NA,"25",NA,"45","25",NA,"140","","0","Picea glauca","1","",NA,"","0","0",NA,NA,NA,"1","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","6","2.04","","PSS","nonex","","22.00","60",NA,NA,NA,"30",NA,"15",NA,"25",NA,"40","5",NA,"135","","0","",NA,"",NA,"Picea glauca","13","5",NA,NA,NA,"13","0","5","5",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","7","2.66","","PSS","nonex","","21.00","60",NA,NA,NA,"70",NA,"35",NA,"25",NA,"60","10",NA,"200","","0","",NA,"",NA,"Picea glauca","14","3",NA,NA,NA,"14","0","3","3",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","8","3.60","","PSC","nonex","","14.50","30",NA,NA,NA,"60",NA,"5",NA,"35",NA,"40","10",NA,"140","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","9","4.55","","SS","nonex","","18.00","30",NA,NA,NA,"55",NA,"10",NA,"25",NA,"35","20",NA,"140","","0","",NA,"",NA,"Picea glauca","12","7",NA,NA,NA,"12","0","7","7",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","10","5.46","","SS","nonex","","17.50","40",NA,NA,NA,"70",NA,NA,NA,"40",NA,"40","15",NA,"165","","0","",NA,"",NA,"Picea glauca","12","5",NA,NA,NA,"12","0","5","5",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","11","6.11","","CN","nonex","","16.00","50",NA,NA,NA,"65",NA,"15",NA,"20",NA,"35","15",NA,"165","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","12","6.79","","PSS","nonex","","13.50","10",NA,NA,NA,"85",NA,"15",NA,"30",NA,"45","10",NA,"150","","0","",NA,"",NA,"Picea glauca","13","0",NA,NA,NA,"13","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","13","7.10","","SC","nonex","","21.00","15",NA,NA,NA,"85",NA,"25",NA,"30",NA,"55","5",NA,"160","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","14","7.32","","PSS","nonex","","17.50","25",NA,NA,NA,"75",NA,"65",NA,"20",NA,"85","10",NA,"195","","0","",NA,"",NA,"Picea glauca","18","1",NA,NA,NA,"18","0","1","1",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","15","7.70","","CN","nonex","","23.00","30",NA,NA,NA,"85",NA,"25",NA,"15",NA,"40","5",NA,"160","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","16","8.64","","SC","nonex","","21.50","40",NA,NA,NA,"65",NA,"10",NA,"20",NA,"30","10",NA,"145","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","17","9.00","","SS","nonex","","12.50","50",NA,NA,NA,"85",NA,"5",NA,"40",NA,"45","10",NA,"190","","0","",NA,"",NA,"Picea glauca","9","1",NA,NA,NA,"9","0","1","1",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","18","9.39","","SC","nonex","","14.50","50",NA,NA,NA,"60",NA,"5",NA,"25",NA,"30","50",NA,"190","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","19","9.85","","SD","nonex","","13.50","20",NA,NA,NA,"70",NA,"5",NA,"40",NA,"45","5",NA,"140","","0","",NA,"",NA,"Picea glauca","8","3",NA,NA,NA,"8","0","3","3",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","20","10.12","","SD","nonex","","30.00","20",NA,NA,NA,"85",NA,"40",NA,"10",NA,"50",NA,NA,"155","","0","",NA,"",NA,"Picea glauca","5","1",NA,NA,NA,"5","0","1","1",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","21","10.34","","PSC","nonex","","13.50","10",NA,NA,NA,"80",NA,"15",NA,"40",NA,"55","10",NA,"155","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","22","10.59","","SS","nonex","","12.50","5",NA,NA,NA,"65",NA,"30",NA,"30",NA,"60","5",NA,"135","","0","",NA,"",NA,"Picea glauca","6","3",NA,NA,NA,"6","0","3","3",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","23","11.08","","SD","nonex","","9.50","15",NA,NA,NA,"85",NA,"5",NA,"25",NA,"30","10",NA,"140","","0","",NA,"",NA,"Picea glauca","6","2",NA,NA,NA,"6","0","2","2",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","24","11.77","","CN","nonex","","15.00","15",NA,NA,NA,"75",NA,"15",NA,"10",NA,"25","20",NA,"135","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","25","12.18","","CN","nonex","","8.00","10",NA,NA,NA,"65",NA,"10",NA,"15",NA,"25","10",NA,"110","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","26","12.68","","SD","nonex","","14.50","10",NA,NA,NA,"85",NA,"10",NA,"45",NA,"55",NA,NA,"150","","0","",NA,"",NA,"Picea glauca","14","2",NA,NA,NA,"14","0","2","2",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","27","14.88","","PSC","nonex","","9.00","30",NA,NA,NA,"50","15","30",NA,"30",NA,"60","5",NA,"160","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","28","15.80","","PSS","nonex","","18.50","15",NA,NA,NA,"65",NA,"5",NA,"60",NA,"65",NA,NA,"145","","0","",NA,"",NA,"Picea glauca","18","3",NA,NA,NA,"18","0","3","3",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","29","16.35","","CN","nonex","","18.00","15",NA,NA,NA,"85",NA,"10",NA,"30",NA,"40","10",NA,"150","","0","",NA,"",NA,"","0","0",NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Ruby Ranges","T","1.0","30","17.10","","SD","nonex","","18.50","20",NA,NA,NA,"90",NA,"35",NA,"30",NA,"65",NA,NA,"175","","0","",NA,"",NA,"Picea glauca","5","2",NA,NA,NA,"5","0","2","2",NA,NA,NA,NA,NA,"7V",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","1","0.00","","SC","nonex","","6.00","0","0","0","0","5","5","80","0",NA,"10","90",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","1","0",NA,"0",NA,"1","1",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","2","1.10","","CN","nonex","",NA,"5","5","0","0","5","5","75","0",NA,"10","85",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","3","1.90","","CN","nonex","",NA,"0","0","0","0","30","10","55","0",NA,"5","60",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","4","3.20","","SD","ex","",NA,"0","0","0","0","20","0","25","0",NA,"55","80",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","13",NA,"0",NA,"0","0",NA,NA,NA,"13","13",NA,NA,"",NA,NA,"Exclusion from herbivores with mesh cage (mesh size 0.5 cm)",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","5","4.20","","SS","ex","",NA,"0","0","0","0","40","15","20","0",NA,"25","45",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","2","15",NA,"0",NA,"2","2",NA,NA,NA,"15","15",NA,NA,"",NA,NA,"Exclusion from herbivores with mesh cage (mesh size 0.5 cm)",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","6","5.30","","CN","nonex","","4.00","10","10","0","0","45","20","5","0",NA,"20","25",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","7","6.30","","SD","ex","",NA,"0","0","0","0","15","5","80","0",NA,"0","80",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","1","15",NA,"0",NA,"1","1",NA,NA,NA,"15","15",NA,NA,"",NA,NA,"Exclusion from herbivores with mesh cage (mesh size 0.5 cm)",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","8","7.50","","SC","nonex","","7.00","0","0","0","0","30","0","65","0",NA,"5","70",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","9","8.60","","SD","nonex","",NA,"0","0","0","0","20","9","70","1",NA,"0","70",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","3","3",NA,"0",NA,"3","3",NA,NA,NA,"3","3",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","10","9.40","","SS","nonex","","6.00","0","0","0","0","55","20","10","0",NA,"15","25",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","2",NA,"0",NA,"0","0",NA,NA,NA,"2","2",NA,NA,"",NA,NA,"Label plot 775",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","11","10.70","","SS","ex","","8.00","0","0","0","0","30","15","40","0",NA,"15","55",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","9",NA,"0",NA,"0","0",NA,NA,NA,"9","9",NA,NA,"",NA,NA,"Exclusion from herbivores with mesh cage (mesh size 0.5 cm)",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","12","11.90","","SD","nonex","",NA,"5","5","0","0","35","5","55","0",NA,"0","55",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","3",NA,"0",NA,"0","0",NA,NA,NA,"3","3",NA,NA,"",NA,NA,"Label plot 773",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","13","13.40","","SC","nonex","","6.00","15","15","0","0","35","15","35","0",NA,"0","35",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","14","14.30","","SS","nonex","","7.00","10","10","0","0","15","14","40","1",NA,"20","60",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","1","1",NA,"0",NA,"1","1",NA,NA,NA,"1","1",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","15","15.40","","CN","nonex","",NA,"0","0","0","0","25","15","10","0",NA,"50","60",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","16","16.20","","SS","nonex","","7.00","0","0","0","0","60","10","5","0",NA,"25","30",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","4",NA,"0",NA,"0","0",NA,NA,NA,"4","4",NA,NA,"",NA,NA,"Label plot 757",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","17","17.20","","SD","nonex","",NA,"0","0","0","0","35","10","45","0",NA,"10","55",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","4",NA,"0",NA,"0","0",NA,NA,NA,"4","4",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","18","18.10","","SC","nonex","","18.00","0","0","0","0","10","5","85","0",NA,"0","85",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","19","19.00","","CN","nonex","",NA,"0","0","0","0","15","5","75","0",NA,"5","80",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","20","20.00","","SC","nonex","","7.00","0","0","0","0","25","25","35","0",NA,"15","50",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","T","1.0","1","0.00","","CN","nonex","",NA,"0","0","0","0","20","0","80","0",NA,"0","80",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","T","1.0","2","1.20","","SD","ex","",NA,"0","0","0","0","20","0","75","0",NA,"5","80",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","3",NA,"0",NA,"0","0",NA,NA,NA,"3","3",NA,NA,"",NA,NA,"Exclusion from herbivores with mesh cage (mesh size 0.5 cm)",NA,"","","","","","","2013","2"
"Tesso","T","1.0","3","2.10","","SS","ex","","5.00","0","0","0","0","10","0","85","0",NA,"5","90",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","1","15",NA,"0",NA,"1","1",NA,NA,NA,"15","15",NA,NA,"",NA,NA,"Exclusion from herbivores with mesh cage (mesh size 0.5 cm)",NA,"","","","","","","2013","2"
"Tesso","T","1.0","4","3.40","","SC","nonex","","6.00","0","0","0","0","10","30","70","0",NA,"0","70",NA,NA,"110","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","T","1.0","5","4.30","","SD","ex","",NA,"0","0","0","0","30","20","50","0",NA,"0","50",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","1",NA,"0",NA,"0","0",NA,NA,NA,"1","1",NA,NA,"",NA,NA,"Exclusion from herbivores with mesh cage (mesh size 0.5 cm)",NA,"","","","","","","2013","2"
"Tesso","T","1.0","6","5.00","","SS","ex","","5.00","0","0","0","0","20","15","65","0",NA,"0","65",NA,NA,"100","",NA,"1",NA,"",NA,"Pinus.uncinata","3","3",NA,"0",NA,"4","3",NA,NA,NA,"3","3",NA,NA,"",NA,NA,"Exclusion from herbivores with mesh cage (mesh size 0.5 cm)",NA,"","","","","","","2013","2"
"Tesso","T","1.0","7","6.00","","SS","nonex","","7.00","0","0","0","0","40","0","50","0",NA,"10","60",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","1","1",NA,"0",NA,"1","1",NA,NA,NA,"1","1",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","T","1.0","8","7.00","","SC","nonex","","8.00","0","0","0","0","25","0","65","0",NA,"10","75",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","T","1.0","9","8.90","","CN","nonex","",NA,"0","0","0","0","20","5","65","0",NA,"10","75",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","T","1.0","10","9.70","","SS","nonex","","5.00","0","0","0","0","20","0","80","0",NA,"0","80",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","1",NA,"0",NA,"0","0",NA,NA,NA,"1","1",NA,NA,"",NA,NA,"Label plot 753",NA,"","","","","","","2013","2"
"Tesso","T","1.0","11","11.00","","SD","nonex","",NA,"5","0","5","0","25","0","60","0",NA,"10","70",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","1",NA,"0",NA,"0","0",NA,NA,NA,"1","1",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","T","1.0","12","12.10","","SC","nonex","","6.00","0","0","0","0","55","0","40","0",NA,"5","45",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","T","1.0","13","13.10","","CN","nonex","",NA,"0","0","0","0","25","5","55","0",NA,"5","60",NA,NA,"90","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"Label plot 741",NA,"","","","","","","2013","2"
"Tesso","T","1.0","14","13.90","","SC","nonex","","6.00","0","0","0","0","45","10","65","0",NA,"0","65",NA,NA,"120","",NA,"",NA,"",NA,"Pinus.uncinata","1","0",NA,"0",NA,"1","1",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","T","1.0","15","15.70","","SS","nonex","","14.00","0","0","0","0","30","0","70","0",NA,"0","70",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","3","0",NA,"0",NA,"0","3",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","T","1.0","16","16.90","","SD","nonex","",NA,"0","0","0","0","40","0","60","0",NA,"0","60",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","T","1.0","17","17.60","","CN","nonex","",NA,"0","0","0","0","45","0","50","0",NA,"5","55",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","T","1.0","18","18.90","","SD","nonex","",NA,"0","0","0","0","35","0","45","0",NA,"20","65",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","1","1",NA,"0",NA,"1","1",NA,NA,NA,"1","1",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","T","1.0","19","19.70","","SC","nonex","","7.00","0","0","0","0","20","5","70","0",NA,"5","75",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","T","1.0","20","20.90","","CN","nonex","",NA,"0","0","0","0","9","0","90","1",NA,"0","90",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0","0",NA,"0",NA,"0","0",NA,NA,NA,"0","0",NA,NA,"",NA,NA,"",NA,"","","","","","","2013","2"
"Tesso","AT","1.0","1","0.00","","SC","nonex","","6.00","0","0","0","0","5","5","80","0",NA,"10","90",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","","","","","2014","1"
"Tesso","AT","1.0","2","1.10","","CN","nonex","",NA,"5","5","0","0","5","5","75","0",NA,"10","85",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","","","","","2014","1"
"Tesso","AT","1.0","3","1.90","","CN","nonex","",NA,"0","0","0","0","30","10","55","0",NA,"5","60",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","","","","","2014","1"
"Tesso","AT","1.0","4","3.20","","SD","ex","",NA,"0","0","0","0","20","0","25","0",NA,"55","80",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","21",NA,NA,NA,NA,"21","21",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Exclusion from herbivores with mesh cage (mesh size 0.5 cm)",NA,"","","","","","","2014","1"
"Tesso","AT","1.0","5","4.20","","SS","ex","",NA,"0","0","0","0","40","15","20","0",NA,"25","45",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","7",NA,NA,NA,NA,"7","7",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Exclusion from herbivores with mesh cage (mesh size 0.5 cm)",NA,"","","","","","","2014","1"
"Tesso","AT","1.0","6","5.30","","CN","nonex","","4.00","10","10","0","0","45","20","5","0",NA,"20","25",NA,NA,"100","",NA,"",NA,"",NA,"Pinus.uncinata","0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","","","","","2014","1"
