"site","zone","transect","plot","dist.on.transect","ID","treatment","herb.treat","tussock.treat","organic.depth","non.vascular","moss","lichen","mineral","organic","rock","shrub","excrement","forb","graminoid","vegetation..sum.of.shrub..gram..forb.","litter","other","total","nat.seedling.sp.y0","nat.seedling.count.y0","nat.seedling.sp.y1","nat.seedling.count.y1","nat.seedling.sp.y2","nat.seedling.count.y2","exp.seedling.sp","exp.seedling.count.y1","exp.seedling.count.y2","exp.seedling.count.y3","exp.seedling.dead","exp.seedling.missing","germ.y1","surv.yr1","germ.y2","surv.yr2","dead.yr2","surv.seedlings.yr2","tot.surv.yr2","germ.y3","surv.yr3","utm.zone","easting","northing","plot.photo","scar.photo","date.seeded","date.counted.yr1","date.counted.yr2","date.counted.yr3","comment","provenance","start.year","exp.duration"
"Davos","AT",NA,"p158",NA,"ID925","SC","ex","","7.00","20","15","5","10","","5",NA,NA,NA,NA,"50","15",NA,"100","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","low","2013","2"
"Davos","AT",NA,"p158",NA,"ID926","SC","nonex","","7.00","25","20","5","5","","5",NA,NA,NA,NA,"50","15",NA,"100","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","low","2013","2"
"Davos","AT",NA,"p158",NA,"ID927","SC","ex","","7.00","20","5","15","5","","10",NA,NA,NA,NA,"50","20",NA,"105","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","high","2013","2"
"Davos","AT",NA,"p158",NA,"ID928","SC","nonex","","7.00","25","20","5","5","","5",NA,NA,NA,NA,"60","10",NA,"105","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","high","2013","2"
"Davos","AT",NA,"p159",NA,"ID929","SS","nonex","","7.00","35","30","5","5","","15",NA,NA,NA,NA,"40","10",NA,"105","0","0","0","0","0","0","Picea_abies","3","0","0",NA,NA,"3","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","27.10.2013","15.09.2014","30.09.2015","","high","2013","2"
"Davos","AT",NA,"p159",NA,"ID930","SS","ex","","7.00","25","15","10","0","","25",NA,NA,NA,NA,"50","10",NA,"110","0","0","0","0","0","0","Picea_abies","1","0","0",NA,NA,"1","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","27.10.2013","15.09.2014","30.09.2015","","high","2013","2"
"Davos","AT",NA,"p159",NA,"ID931","SS","nonex","","7.00","20","10","10","5","","40",NA,NA,NA,NA,"50","10",NA,"125","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","27.10.2013","15.09.2014","30.09.2015","","high","2013","2"
"Davos","AT",NA,"p159",NA,"ID932","SS","ex","","7.00","10","5","5","0","","5",NA,NA,NA,NA,"90","20",NA,"125","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","27.10.2013","15.09.2014","30.09.2015","","high","2013","2"
"Davos","AT",NA,"p159",NA,"ID933","SS","nonex","","7.00","25","20","5","0","","5",NA,NA,NA,NA,"80","20",NA,"130","0","0","0","0","0","0","Larix_decidua","0","15","0",NA,NA,"0","15","15","0",NA,"15","15",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","low","2014","2"
"Davos","AT",NA,"p159",NA,"ID934","SS","ex","","7.00","15","10","5","0","","5",NA,NA,NA,NA,"60","20",NA,"100","0","0","0","0","0","0","Larix_decidua","0","11","0",NA,NA,"0","11","11","0",NA,"11","11",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","low","2014","2"
"Davos","AT",NA,"p159",NA,"ID935","SS","nonex","","7.00","10","5","5","5","","5",NA,NA,NA,NA,"75","10",NA,"105","0","0","0","0","0","0","Picea_abies","0","15","0",NA,NA,"0","15","15","0",NA,"15","15",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","high","2014","2"
"Davos","AT",NA,"p159",NA,"ID936","SS","ex","","7.00","10","5","5","0","","0",NA,NA,NA,NA,"90","10",NA,"110","0","0","0","0","0","0","Picea_abies","0","21","0",NA,NA,"0","21","21","0",NA,"21","21",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","high","2014","2"
"Davos","AT",NA,"p159",NA,"ID937","SS","nonex","","7.00","25","20","5","5","","20",NA,NA,NA,NA,"40","10",NA,"100","0","0","0","0","0","0","Larix_decidua","1","0","0",NA,NA,"1","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","27.10.2013","15.09.2014","30.09.2015","","low","2013","2"
"Davos","AT",NA,"p159",NA,"ID938","SS","ex","","7.00","30","20","10","0","","30",NA,NA,NA,NA,"50","10",NA,"120","0","0","0","0","0","0","Larix_decidua","1","0","0",NA,NA,"1","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","27.10.2013","15.09.2014","30.09.2015","","low","2013","2"
"Davos","AT",NA,"p159",NA,"ID939","SS","nonex","","7.00","20","10","10","0","","30",NA,NA,NA,NA,"60","10",NA,"120","0","0","0","0","0","0","Larix_decidua","0","2","0",NA,NA,"0","2","2","0",NA,"2","2",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","high","2014","2"
"Davos","AT",NA,"p159",NA,"ID940","SS","ex","","7.00","35","30","5","0","","10",NA,NA,NA,NA,"60","10",NA,"115","0","0","0","0","0","0","Larix_decidua","0","1","0",NA,NA,"0","1","1","0",NA,"1","1",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","high","2014","2"
"Davos","AT",NA,"p159",NA,"ID941","SS","nonex","","7.00","25","20","5","0","","5",NA,NA,NA,NA,"70","15",NA,"115","0","0","0","0","0","0","Picea_abies","3","1","0",NA,NA,"3","1","1","0",NA,"1","1",NA,NA,"",NA,NA,"",NA,"16.7.2013","27.10.2013","15.09.2014","30.09.2015","","low","2013","2"
"Davos","AT",NA,"p159",NA,"ID942","SS","ex","","7.00","25","20","5","0","","5",NA,NA,NA,NA,"60","15",NA,"105","0","0","0","0","0","0","Picea_abies","4","2","0",NA,NA,"4","2","2","0",NA,"2","2",NA,NA,"",NA,NA,"",NA,"16.7.2013","27.10.2013","15.09.2014","30.09.2015","","low","2013","2"
"Davos","AT",NA,"p159",NA,"ID943","SS","nonex","","7.00","10","5","5","0","","20",NA,NA,NA,NA,"60","15",NA,"105","0","0","0","0","0","0","Picea_abies","0","8","0",NA,NA,"0","8","8","0",NA,"8","8",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","low","2014","2"
"Davos","AT",NA,"p159",NA,"ID944","SS","ex","","7.00","15","10","5","0","","10",NA,NA,NA,NA,"70","10",NA,"105","0","0","0","0","0","0","Picea_abies","0","15","0",NA,NA,"0","15","15","0",NA,"15","15",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","low","2014","2"
"Davos","AT",NA,"p160",NA,"ID945","CN","nonex","","7.00","35","30","5","0","","5",NA,NA,NA,NA,"80","15",NA,"135","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","high","2014","2"
"Davos","AT",NA,"p160",NA,"ID946","CN","ex","","7.00","25","20","5","10","","5",NA,NA,NA,NA,"50","10",NA,"100","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","high","2014","2"
"Davos","AT",NA,"p160",NA,"ID947","CN","nonex","","7.00","25","20","5","5","","5",NA,NA,NA,NA,"70","10",NA,"115","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","high","2014","2"
"Davos","AT",NA,"p160",NA,"ID948","CN","ex","","7.00","15","10","5","5","","5",NA,NA,NA,NA,"70","10",NA,"105","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","high","2014","2"
"Davos","AT",NA,"p160",NA,"ID949","CN","nonex","","7.00","10","5","5","5","","5",NA,NA,NA,NA,"70","20",NA,"110","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","low","2013","2"
"Davos","AT",NA,"p160",NA,"ID950","CN","ex","","7.00","25","20","5","5","","5",NA,NA,NA,NA,"60","10",NA,"105","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","low","2013","2"
"Davos","AT",NA,"p160",NA,"ID951","CN","nonex","","7.00","10","5","5","0","","20",NA,NA,NA,NA,"60","10",NA,"100","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","high","2013","2"
"Davos","AT",NA,"p160",NA,"ID952","CN","ex","","7.00","15","10","5","0","","30",NA,NA,NA,NA,"40","10",NA,"95","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","high","2013","2"
"Davos","AT",NA,"p160",NA,"ID953","CN","nonex","","7.00","20","5","15","0","","5",NA,NA,NA,NA,"70","10",NA,"105","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","low","2014","2"
"Davos","AT",NA,"p160",NA,"ID954","CN","ex","","7.00","15","10","5","10","","10",NA,NA,NA,NA,"60","15",NA,"110","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","low","2014","2"
"Davos","AT",NA,"p160",NA,"ID955","CN","nonex","","7.00","20","15","5","10","","5",NA,NA,NA,NA,"60","10",NA,"105","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","low","2014","2"
"Davos","AT",NA,"p160",NA,"ID956","CN","ex","","7.00","30","25","5","5","","5",NA,NA,NA,NA,"70","20",NA,"130","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","low","2014","2"
"Davos","AT",NA,"p160",NA,"ID957","CN","nonex","","7.00","10","5","5","5","","10",NA,NA,NA,NA,"80","20",NA,"125","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","low","2013","2"
"Davos","AT",NA,"p160",NA,"ID958","CN","ex","","7.00","15","10","5","5","","5",NA,NA,NA,NA,"70","15",NA,"110","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","low","2013","2"
"Davos","AT",NA,"p160",NA,"ID959","CN","nonex","","7.00","15","10","5","5","","5",NA,NA,NA,NA,"70","10",NA,"105","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","high","2013","2"
"Davos","AT",NA,"p160",NA,"ID960","CN","ex","","7.00","10","10","0","5","","40",NA,NA,NA,NA,"30","10",NA,"95","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","27.10.2013","15.09.2014","30.09.2015","","high","2013","2"
"Davos","F",NA,"p101",NA,"ID001","SS","ex","","3.00","35","30","5","20","","0",NA,NA,NA,NA,"20","80",NA,"155","Larix_decidua","1","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","01.11.2013","17.09.2014","30.09.2015","","low","2013","2"
"Davos","F",NA,"p101",NA,"ID002","SS","nonex","","3.00","42","40","2","5","","15",NA,NA,NA,NA,"30","50",NA,"142","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","01.11.2013","17.09.2014","30.09.2015","","low","2013","2"
"Davos","F",NA,"p101",NA,"ID003","SS","ex","","3.00","5","2","3","1","","0",NA,NA,NA,NA,"15","90",NA,"111","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","01.11.2013","17.09.2014","30.09.2015","","low","2014","2"
"Davos","F",NA,"p101",NA,"ID004","SS","nonex","","3.00","2","2","0","10","","5",NA,NA,NA,NA,"10","70",NA,"97","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","01.11.2013","17.09.2014","30.09.2015","","low","2014","2"
"Davos","F",NA,"p101",NA,"ID005","SS","ex","","3.00","6","5","1","5","","1",NA,NA,NA,NA,"15","90",NA,"117","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","01.11.2013","17.09.2014","30.09.2015","","high","2013","2"
"Davos","F",NA,"p101",NA,"ID006","SS","nonex","","3.00","4","3","1","0","","0",NA,NA,NA,NA,"25","90",NA,"119","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","01.11.2013","17.09.2014","30.09.2015","","high","2013","2"
"Davos","F",NA,"p101",NA,"ID007","SS","ex","","3.00","4","1","3","0","","1",NA,NA,NA,NA,"10","90",NA,"105","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","01.11.2013","17.09.2014","30.09.2015","","high","2014","2"
"Davos","F",NA,"p101",NA,"ID008","SS","nonex","","3.00","11","10","1","3","","0",NA,NA,NA,NA,"30","90",NA,"134","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","01.11.2013","17.09.2014","30.09.2015","","high","2014","2"
"Davos","F",NA,"p101",NA,"ID009","SS","ex","","3.00","7","2","5","0","","2",NA,NA,NA,NA,"30","90",NA,"129","Larix_decidua","1","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","01.11.2013","17.09.2014","30.09.2015","","high","2013","2"
"Davos","F",NA,"p101",NA,"ID010","SS","nonex","","3.00","16","15","1","5","","0",NA,NA,NA,NA,"10","80",NA,"111","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","01.11.2013","17.09.2014","30.09.2015","","high","2013","2"
"Davos","F",NA,"p101",NA,"ID011","SS","ex","","3.00","6","5","1","0","","0",NA,NA,NA,NA,"20","90",NA,"116","Larix_decidua","1","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","01.11.2013","17.09.2014","30.09.2015","","high","2014","2"
"Davos","F",NA,"p101",NA,"ID012","SS","nonex","","3.00","15","10","5","0","","15",NA,NA,NA,NA,"10","80",NA,"120","0","0","0","0","0","0","Larix_decidua","0","1","1",NA,NA,"0","1","1","0",NA,"1","1",NA,NA,"",NA,NA,"",NA,"25.6.2014","01.11.2013","17.09.2014","30.09.2015","","high","2014","2"
"Davos","F",NA,"p101",NA,"ID013","SS","ex","","3.00","23","20","3","0","","3",NA,NA,NA,NA,"10","80",NA,"116","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","01.11.2013","17.09.2014","30.09.2015","","low","2014","2"
"Davos","F",NA,"p101",NA,"ID014","SS","nonex","","3.00","21","20","1","0","","10",NA,NA,NA,NA,"5","60",NA,"96","0","0","0","0","0","0","Larix_decidua","0","1","0",NA,NA,"0","1","1","0",NA,"1","1",NA,NA,"",NA,NA,"",NA,"25.6.2014","01.11.2013","17.09.2014","30.09.2015","","low","2014","2"
"Davos","F",NA,"p101",NA,"ID015","SS","ex","","3.00","11","1","10","0","","0",NA,NA,NA,NA,"20","90",NA,"121","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","01.11.2013","17.09.2014","30.09.2015","","low","2013","2"
"Davos","F",NA,"p101",NA,"ID016","SS","nonex","","3.00","5","3","2","0","","0",NA,NA,NA,NA,"40","90",NA,"135","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","01.11.2013","17.09.2014","30.09.2015","","low","2013","2"
"Davos","F",NA,"p102",NA,"ID017","CN","nonex","","3.00","25","25","0","0","","1",NA,NA,NA,NA,"30","80",NA,"136","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"22.5.2014","01.11.2013","17.09.2014","30.09.2015","","high","2014","2"
"Davos","F",NA,"p102",NA,"ID018","CN","ex","","3.00","16","15","1","0","","0",NA,NA,NA,NA,"35","80",NA,"131","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"22.5.2014","01.11.2013","17.09.2014","30.09.2015","","high","2014","2"
"Davos","F",NA,"p102",NA,"ID019","CN","nonex","","3.00","10","5","5","10","","0",NA,NA,NA,NA,"25","85",NA,"130",NA,"1","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"22.5.2014","01.11.2013","17.09.2014","30.09.2015","","high","2014","2"
"Davos","F",NA,"p102",NA,"ID020","CN","ex","","3.00","3","2","1","2","","1",NA,NA,NA,NA,"10","90",NA,"106","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"22.5.2014","01.11.2013","17.09.2014","30.09.2015","","high","2014","2"
"Davos","F",NA,"p102",NA,"ID021","CN","nonex","","3.00","6","5","1","5","","5",NA,NA,NA,NA,"15","80",NA,"111","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"22.5.2014","01.11.2013","17.09.2014","30.09.2015","","low","2013","2"
"Davos","F",NA,"p102",NA,"ID022","CN","ex","","3.00","10","10","0","5","","10",NA,NA,NA,NA,"40","80",NA,"145","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"22.5.2014","01.11.2013","17.09.2014","30.09.2015","","low","2013","2"
"Davos","F",NA,"p102",NA,"ID023","CN","nonex","","3.00","6","5","1","0","","5",NA,NA,NA,NA,"10","90",NA,"111","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"22.5.2014","01.11.2013","17.09.2014","30.09.2015","","high","2013","2"
"Davos","F",NA,"p102",NA,"ID024","CN","ex","","3.00","3","1","2","5","","1",NA,NA,NA,NA,"30","70",NA,"109","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"22.5.2014","01.11.2013","17.09.2014","30.09.2015","","high","2013","2"
"Davos","F",NA,"p102",NA,"ID025","CN","nonex","","3.00","16","15","1","15","","3",NA,NA,NA,NA,"20","60",NA,"114","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"22.5.2014","01.11.2013","17.09.2014","30.09.2015","","low","2014","2"
"Davos","F",NA,"p102",NA,"ID026","CN","ex","","3.00","33","30","3","10","","1",NA,NA,NA,NA,"15","70",NA,"129","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"22.5.2014","01.11.2013","17.09.2014","30.09.2015","","low","2014","2"
"Davos","F",NA,"p102",NA,"ID027","CN","nonex","","3.00","4","2","2","5","","10",NA,NA,NA,NA,"15","80",NA,"114","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"22.5.2014","01.11.2013","17.09.2014","30.09.2015","","low","2014","2"
"Davos","F",NA,"p102",NA,"ID028","CN","ex","","3.00","4","3","1","10","","3",NA,NA,NA,NA,"20","80",NA,"117","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"22.5.2014","01.11.2013","17.09.2014","30.09.2015","","low","2014","2"
"Davos","F",NA,"p102",NA,"ID029","CN","nonex","","3.00","5","5","0","5","","5",NA,NA,NA,NA,"10","75",NA,"100","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"22.5.2014","01.11.2013","17.09.2014","30.09.2015","","low","2013","2"
"Davos","F",NA,"p102",NA,"ID030","CN","ex","","3.00","11","10","1","15","","10",NA,NA,NA,NA,"15","70",NA,"121","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"22.5.2014","01.11.2013","17.09.2014","30.09.2015","","low","2013","2"
"Davos","F",NA,"p102",NA,"ID031","CN","nonex","","3.00","5","5","0","2","","5",NA,NA,NA,NA,"10","90",NA,"112","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"22.5.2014","01.11.2013","17.09.2014","30.09.2015","","high","2013","2"
"Davos","F",NA,"p102",NA,"ID032","CN","ex","","3.00","5","2","3","2","","1",NA,NA,NA,NA,"10","90",NA,"108","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"22.5.2014","01.11.2013","17.09.2014","30.09.2015","","high","2013","2"
"Davos","F",NA,"p103",NA,"ID033","SD","nonex","","3.00","5","5","0","0","","2",NA,NA,NA,NA,"40","80",NA,"127","Larix_decidua","1","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","01.11.2013","17.09.2014","30.09.2015","","high","2013","2"
"Davos","F",NA,"p103",NA,"ID034","SD","ex","","3.00","10","10","0","15","","15",NA,NA,NA,NA,"40","60",NA,"140","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","01.11.2013","17.09.2014","30.09.2015","","high","2013","2"
"Davos","F",NA,"p103",NA,"ID035","SD","nonex","","3.00","10","10","0","5","","3",NA,NA,NA,NA,"40","80",NA,"138","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","01.11.2013","17.09.2014","30.09.2015","","high","2014","2"
"Davos","F",NA,"p103",NA,"ID036","SD","ex","","3.00","6","5","1","5","","2",NA,NA,NA,NA,"20","80",NA,"113","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","01.11.2013","17.09.2014","30.09.2015","","high","2014","2"
"Davos","F",NA,"p103",NA,"ID037","SD","nonex","","3.00","4","3","1","5","","5",NA,NA,NA,NA,"15","80",NA,"109","0","0","0","0","0","0","Larix_decidua","0","1","0",NA,NA,"0","1","0","0",NA,"1","1",NA,NA,"",NA,NA,"",NA,"16.7.2013","01.11.2013","17.09.2014","30.09.2015","","low","2013","2"
"Davos","F",NA,"p103",NA,"ID038","SD","ex","","3.00","3","3","0","3","","1",NA,NA,NA,NA,"20","80",NA,"107","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","01.11.2013","17.09.2014","30.09.2015","","low","2013","2"
"Davos","F",NA,"p103",NA,"ID039","SD","nonex","","3.00","6","5","1","5","","2",NA,NA,NA,NA,"50","80",NA,"143","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","01.11.2013","17.09.2014","30.09.2015","","high","2014","2"
"Davos","F",NA,"p103",NA,"ID040","SD","ex","","3.00","31","30","1","5","","1",NA,NA,NA,NA,"15","60",NA,"112","0","0","0","0","0","0","Larix_decidua","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"25.6.2014","01.11.2013","17.09.2014","30.09.2015","","high","2014","2"
"Davos","F",NA,"p103",NA,"ID041","SD","nonex","","3.00","16","15","1","10","","2",NA,NA,NA,NA,"30","80",NA,"138","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","01.11.2013","17.09.2014","30.09.2015","","low","2013","2"
"Davos","F",NA,"p103",NA,"ID042","SD","ex","","3.00","11","10","1","20","","20",NA,NA,NA,NA,"60","50",NA,"161","0","0","0","0","0","0","Picea_abies","0","0","0",NA,NA,"0","0","0","0",NA,"0","0",NA,NA,"",NA,NA,"",NA,"16.7.2013","01.11.2013","17.09.2014","30.09.2015","","low","2013","2"
